# InputID	ID	Mag	Magerr	RA	Decl	MJD	Blend
SDSSJ0904+1512	1115047023830	17.62	0.10	136.01731	15.21518	54580.18319	0
SDSSJ0904+1512	1115047023830	17.73	0.10	136.01742	15.21513	54506.28406	0
SDSSJ0904+1512	1115047023830	17.81	0.10	136.01736	15.21515	54506.29079	0
SDSSJ0904+1512	1115047023830	17.73	0.10	136.01737	15.21519	54506.29749	0
SDSSJ0904+1512	1115047023830	17.68	0.10	136.01730	15.21515	54506.30417	0
SDSSJ0904+1512	1115047023830	17.78	0.10	136.01734	15.21520	54475.46382	0
SDSSJ0904+1512	1115047023830	17.63	0.10	136.01734	15.21511	54475.47038	0
SDSSJ0904+1512	1115047023830	17.77	0.10	136.01737	15.21523	54475.47689	0
SDSSJ0904+1512	1115047023830	17.67	0.10	136.01739	15.21527	54475.48343	0
SDSSJ0904+1512	1115047023830	17.66	0.10	136.01729	15.21520	54495.31301	0
SDSSJ0904+1512	1115047023830	17.62	0.10	136.01741	15.21518	54495.32044	0
SDSSJ0904+1512	1115047023830	17.69	0.10	136.01738	15.21514	54495.32789	0
SDSSJ0904+1512	1115047023830	17.73	0.10	136.01740	15.21520	54495.33531	0
SDSSJ0904+1512	1115047023830	17.68	0.09	136.01731	15.21513	54537.16466	0
SDSSJ0904+1512	1115047023830	17.78	0.09	136.01733	15.21516	54537.17105	0
SDSSJ0904+1512	1115047023830	17.72	0.09	136.01735	15.21512	54537.17745	0
SDSSJ0904+1512	1115047023830	17.70	0.09	136.01731	15.21519	54537.18387	0
SDSSJ0904+1512	1115047023830	17.67	0.10	136.01734	15.21521	54590.14620	0
SDSSJ0904+1512	1115047023830	17.62	0.10	136.01738	15.21518	54590.15262	0
SDSSJ0904+1512	1115047023830	17.73	0.11	136.01734	15.21527	54590.15913	0
SDSSJ0904+1512	1115047023830	17.65	0.11	136.01742	15.21505	54590.16557	0
SDSSJ0904+1512	1115047023830	17.70	0.10	136.01739	15.21521	54594.15580	0
SDSSJ0904+1512	1115047023830	17.57	0.10	136.01720	15.21534	54594.16179	0
SDSSJ0904+1512	1115047023830	17.70	0.10	136.01731	15.21526	54594.16774	0
SDSSJ0904+1512	1115047023830	17.73	0.10	136.01749	15.21532	54594.17369	0
SDSSJ0904+1512	1115047023830	17.52	0.09	136.01729	15.21502	54777.47594	0
SDSSJ0904+1512	1115047023830	17.59	0.09	136.01731	15.21503	54777.48776	0
SDSSJ0904+1512	1115047023830	17.61	0.10	136.01729	15.21507	54777.49967	0
SDSSJ0904+1512	1115047023830	17.66	0.10	136.01732	15.21520	54777.51158	0
SDSSJ0904+1512	1115047023830	17.52	0.09	136.01724	15.21513	54791.44933	0
SDSSJ0904+1512	1115047023830	17.61	0.10	136.01736	15.21515	54791.45762	0
SDSSJ0904+1512	1115047023830	17.67	0.10	136.01736	15.21518	54791.46596	0
SDSSJ0904+1512	1115047023830	17.63	0.10	136.01731	15.21512	54791.47419	0
SDSSJ0904+1512	1115047023830	17.61	0.09	136.01734	15.21513	54763.48001	0
SDSSJ0904+1512	1115047023830	17.65	0.10	136.01750	15.21513	54763.48852	0
SDSSJ0904+1512	1115047023830	17.64	0.10	136.01732	15.21520	54763.49710	0
SDSSJ0904+1512	1115047023830	17.58	0.09	136.01733	15.21515	54763.50562	0
SDSSJ0904+1512	1115047023830	17.58	0.10	136.01732	15.21514	54937.14919	0
SDSSJ0904+1512	1115047023830	17.73	0.10	136.01737	15.21516	54937.15506	0
SDSSJ0904+1512	1115047023830	17.56	0.10	136.01736	15.21523	54938.14675	0
SDSSJ0904+1512	1115047023830	17.48	0.09	136.01738	15.21524	54938.15219	0
SDSSJ0904+1512	1115047023830	17.64	0.10	136.01731	15.21517	54938.15766	0
SDSSJ0904+1512	1115047023830	17.59	0.10	136.01737	15.21512	54938.16309	0
SDSSJ0904+1512	1115047023830	17.55	0.10	136.01736	15.21517	54944.18502	0
SDSSJ0904+1512	1115047023830	17.60	0.10	136.01727	15.21521	54944.19234	0
SDSSJ0904+1512	1115047023830	17.55	0.10	136.01744	15.21520	54944.19960	0
SDSSJ0904+1512	1115047023830	17.65	0.10	136.01730	15.21512	54944.20677	0
SDSSJ0904+1512	1115047023830	17.50	0.10	136.01745	15.21507	54867.26708	0
SDSSJ0904+1512	1115047023830	17.51	0.10	136.01730	15.21517	54867.27142	0
SDSSJ0904+1512	1115047023830	17.54	0.10	136.01725	15.21521	54867.27576	0
SDSSJ0904+1512	1115047023830	17.59	0.10	136.01737	15.21521	54867.28003	0
SDSSJ0904+1512	1115047023830	17.55	0.09	136.01743	15.21524	54905.18695	0
SDSSJ0904+1512	1115047023830	17.53	0.09	136.01720	15.21503	54905.19245	0
SDSSJ0904+1512	1115047023830	17.60	0.10	136.01734	15.21516	54905.19796	0
SDSSJ0904+1512	1115047023830	17.57	0.10	136.01725	15.21510	54905.20344	0
SDSSJ0904+1512	1115047023830	17.59	0.10	136.01728	15.21522	54921.13609	0
SDSSJ0904+1512	1115047023830	17.60	0.10	136.01735	15.21514	54921.14276	0
SDSSJ0904+1512	1115047023830	17.67	0.10	136.01742	15.21509	54921.14945	0
SDSSJ0904+1512	1115047023830	17.54	0.10	136.01739	15.21515	54921.15609	0
SDSSJ0904+1512	1115047023830	17.51	0.11	136.01738	15.21520	54977.15019	0
SDSSJ0904+1512	1115047023830	17.48	0.11	136.01730	15.21530	54977.15456	0
SDSSJ0904+1512	1115047023830	17.41	0.11	136.01743	15.21512	54977.15906	0
SDSSJ0904+1512	1115047023830	17.42	0.11	136.01732	15.21510	54977.16349	0
SDSSJ0904+1512	1115047023830	17.48	0.10	136.01735	15.21515	55146.49311	0
SDSSJ0904+1512	1115047023830	17.31	0.10	136.01735	15.21521	55146.49673	0
SDSSJ0904+1512	1115047023830	17.34	0.10	136.01739	15.21511	55146.50039	0
SDSSJ0904+1512	1115047023830	17.54	0.10	136.01726	15.21512	55146.50405	0
SDSSJ0904+1512	1115047023830	17.48	0.09	136.01729	15.21521	55161.41795	0
SDSSJ0904+1512	1115047023830	17.46	0.09	136.01744	15.21513	55161.42468	0
SDSSJ0904+1512	1115047023830	17.44	0.09	136.01739	15.21520	55161.43132	0
SDSSJ0904+1512	1115047023830	17.52	0.09	136.01736	15.21517	55161.43797	0
SDSSJ0904+1512	1115047023830	17.51	0.10	136.01737	15.21517	55162.38270	0
SDSSJ0904+1512	1115047023830	17.39	0.09	136.01735	15.21513	55162.39121	0
SDSSJ0904+1512	1115047023830	17.37	0.09	136.01736	15.21509	55162.39961	0
SDSSJ0904+1512	1115047023830	17.30	0.09	136.01729	15.21517	55162.40817	0
SDSSJ0904+1512	1115047023830	17.45	0.09	136.01735	15.21508	55118.45838	0
SDSSJ0904+1512	1115047023830	17.39	0.09	136.01742	15.21511	55118.46329	0
SDSSJ0904+1512	1115047023830	17.34	0.09	136.01736	15.21521	55118.46824	0
SDSSJ0904+1512	1115047023830	17.48	0.10	136.01740	15.21517	55118.47322	0
SDSSJ0904+1512	1115047023830	17.25	0.09	136.01717	15.21507	55296.15486	0
SDSSJ0904+1512	1115047023830	17.25	0.09	136.01727	15.21506	55296.15990	0
SDSSJ0904+1512	1115047023830	17.32	0.09	136.01724	15.21515	55296.16501	0
SDSSJ0904+1512	1115047023830	17.32	0.09	136.01717	15.21509	55296.17006	0
SDSSJ0904+1512	1115047023830	17.13	0.09	136.01732	15.21517	55537.48298	0
SDSSJ0904+1512	1115047023830	17.07	0.09	136.01735	15.21516	55537.49212	0
SDSSJ0904+1512	1115047023830	16.98	0.09	136.01736	15.21517	55537.49674	0
SDSSJ0904+1512	1115047023830	17.08	0.09	136.01743	15.21524	55539.44416	0
SDSSJ0904+1512	1115047023830	17.03	0.08	136.01735	15.21517	55539.45808	0
SDSSJ0904+1512	1115047023830	17.16	0.09	136.01736	15.21526	55539.46508	0
SDSSJ0904+1512	1115047023830	17.03	0.09	136.01737	15.21523	55545.33736	0
SDSSJ0904+1512	1115047023830	17.15	0.09	136.01735	15.21527	55545.35215	0
SDSSJ0904+1512	1115047023830	17.01	0.09	136.01733	15.21520	55545.35957	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01730	15.21522	55559.29982	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01736	15.21512	55559.31555	0
SDSSJ0904+1512	1115047023830	17.30	0.09	136.01743	15.21512	55232.25064	0
SDSSJ0904+1512	1115047023830	17.36	0.09	136.01728	15.21508	55232.25585	0
SDSSJ0904+1512	1115047023830	17.30	0.09	136.01738	15.21536	55232.26107	0
SDSSJ0904+1512	1115047023830	17.35	0.10	136.01723	15.21512	55232.26630	0
SDSSJ0904+1512	1115047023830	17.39	0.09	136.01734	15.21513	55241.30544	0
SDSSJ0904+1512	1115047023830	17.37	0.09	136.01728	15.21509	55241.31301	0
SDSSJ0904+1512	1115047023830	17.26	0.09	136.01734	15.21518	55241.32051	0
SDSSJ0904+1512	1115047023830	17.37	0.09	136.01736	15.21508	55241.32803	0
SDSSJ0904+1512	1115047023830	17.32	0.09	136.01726	15.21523	55202.43147	0
SDSSJ0904+1512	1115047023830	17.34	0.09	136.01727	15.21504	55202.43668	0
SDSSJ0904+1512	1115047023830	17.40	0.09	136.01729	15.21513	55202.44189	0
SDSSJ0904+1512	1115047023830	17.39	0.09	136.01727	15.21516	55202.44709	0
SDSSJ0904+1512	1115047023830	17.33	0.11	136.01740	15.21510	55212.26796	0
SDSSJ0904+1512	1115047023830	17.30	0.11	136.01737	15.21512	55212.27479	0
SDSSJ0904+1512	1115047023830	17.35	0.11	136.01723	15.21519	55212.28156	0
SDSSJ0904+1512	1115047023830	17.25	0.10	136.01743	15.21512	55212.28840	0
SDSSJ0904+1512	1115047023830	17.30	0.09	136.01731	15.21511	55259.25937	0
SDSSJ0904+1512	1115047023830	17.27	0.09	136.01717	15.21506	55259.26503	0
SDSSJ0904+1512	1115047023830	17.29	0.09	136.01718	15.21520	55259.27077	0
SDSSJ0904+1512	1115047023830	17.36	0.09	136.01726	15.21511	55259.27653	0
SDSSJ0904+1512	1115047023830	17.38	0.10	136.01719	15.21514	55267.17977	0
SDSSJ0904+1512	1115047023830	17.31	0.10	136.01725	15.21513	55267.18435	0
SDSSJ0904+1512	1115047023830	17.32	0.10	136.01719	15.21514	55267.18895	0
SDSSJ0904+1512	1115047023830	17.37	0.10	136.01715	15.21520	55267.19355	0
SDSSJ0904+1512	1115047023830	17.28	0.09	136.01719	15.21512	55275.18772	0
SDSSJ0904+1512	1115047023830	17.29	0.09	136.01722	15.21514	55275.19461	0
SDSSJ0904+1512	1115047023830	17.34	0.09	136.01721	15.21517	55275.20145	0
SDSSJ0904+1512	1115047023830	17.31	0.09	136.01727	15.21524	55275.20838	0
SDSSJ0904+1512	1115047023830	17.37	0.09	136.01729	15.21511	55329.17616	0
SDSSJ0904+1512	1115047023830	17.27	0.09	136.01732	15.21516	55329.18362	0
SDSSJ0904+1512	1115047023830	17.31	0.09	136.01730	15.21518	55329.19110	0
SDSSJ0904+1512	1115047023830	17.38	0.09	136.01740	15.21502	55329.19859	0
SDSSJ0904+1512	1115047023830	17.15	0.10	136.01744	15.21504	55341.14551	0
SDSSJ0904+1512	1115047023830	17.32	0.10	136.01739	15.21518	55341.15245	0
SDSSJ0904+1512	1115047023830	17.15	0.10	136.01728	15.21522	55341.15946	0
SDSSJ0904+1512	1115047023830	17.23	0.10	136.01728	15.21512	55341.16630	0
SDSSJ0904+1512	1115047023830	17.05	0.08	136.01736	15.21517	55501.49555	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01732	15.21514	55501.50600	0
SDSSJ0904+1512	1115047023830	17.17	0.09	136.01735	15.21521	55501.51117	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01741	15.21516	55510.46317	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01740	15.21510	55510.47710	0
SDSSJ0904+1512	1115047023830	16.99	0.08	136.01733	15.21516	55510.48412	0
SDSSJ0904+1512	1115047023830	17.11	0.08	136.01737	15.21525	55530.42215	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01734	15.21524	55530.43261	0
SDSSJ0904+1512	1115047023830	17.05	0.08	136.01726	15.21519	55530.43783	0
SDSSJ0904+1512	1115047023830	17.13	0.09	136.01740	15.21521	55483.48771	0
SDSSJ0904+1512	1115047023830	17.08	0.09	136.01730	15.21510	55483.49715	0
SDSSJ0904+1512	1115047023830	17.08	0.09	136.01735	15.21513	55483.50184	0
SDSSJ0904+1512	1115047023830	17.08	0.08	136.01731	15.21512	55655.22684	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01738	15.21510	55655.23375	0
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01740	15.21513	55655.24066	0
SDSSJ0904+1512	1115047023830	17.14	0.08	136.01729	15.21514	55655.24761	0
SDSSJ0904+1512	1115047023830	17.12	0.08	136.01734	15.21514	55596.26974	0
SDSSJ0904+1512	1115047023830	17.11	0.08	136.01734	15.21515	55596.27944	0
SDSSJ0904+1512	1115047023830	17.09	0.08	136.01739	15.21522	55596.28920	0
SDSSJ0904+1512	1115047023830	17.08	0.08	136.01728	15.21520	55596.29894	0
SDSSJ0904+1512	1115047023830	17.07	0.08	136.01735	15.21519	55615.18088	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01726	15.21521	55615.18832	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01742	15.21513	55615.19576	0
SDSSJ0904+1512	1115047023830	17.09	0.08	136.01728	15.21520	55615.20312	0
SDSSJ0904+1512	1115047023830	17.08	0.08	136.01736	15.21514	55566.32359	0
SDSSJ0904+1512	1115047023830	17.10	0.08	136.01732	15.21520	55566.32963	0
SDSSJ0904+1512	1115047023830	17.19	0.08	136.01732	15.21520	55566.33563	0
SDSSJ0904+1512	1115047023830	17.03	0.08	136.01735	15.21517	55566.34163	0
SDSSJ0904+1512	1115047023830	17.10	0.08	136.01737	15.21524	55572.39939	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01739	15.21513	55572.40588	0
SDSSJ0904+1512	1115047023830	17.18	0.09	136.01733	15.21522	55572.41238	0
SDSSJ0904+1512	1115047023830	17.10	0.08	136.01728	15.21520	55572.41891	0
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01728	15.21518	55585.40560	0
SDSSJ0904+1512	1115047023830	16.97	0.08	136.01734	15.21510	55585.41264	0
SDSSJ0904+1512	1115047023830	16.99	0.08	136.01734	15.21508	55585.41971	0
SDSSJ0904+1512	1115047023830	17.08	0.08	136.01741	15.21522	55585.42679	0
SDSSJ0904+1512	1115047023830	17.15	0.08	136.01731	15.21514	55625.15160	0
SDSSJ0904+1512	1115047023830	17.04	0.07	136.01728	15.21526	55625.16044	0
SDSSJ0904+1512	1115047023830	17.14	0.07	136.01733	15.21518	55625.16926	0
SDSSJ0904+1512	1115047023830	17.15	0.07	136.01732	15.21515	55625.17815	0
SDSSJ0904+1512	1115047023830	17.09	0.09	136.01732	15.21523	55631.15049	0
SDSSJ0904+1512	1115047023830	17.03	0.08	136.01736	15.21526	55631.15737	0
SDSSJ0904+1512	1115047023830	17.10	0.09	136.01726	15.21516	55631.16426	0
SDSSJ0904+1512	1115047023830	17.12	0.09	136.01747	15.21523	55631.17113	0
SDSSJ0904+1512	1115047023830	17.11	0.09	136.01729	15.21519	55646.11222	0
SDSSJ0904+1512	1115047023830	17.03	0.08	136.01735	15.21512	55646.11784	0
SDSSJ0904+1512	1115047023830	17.10	0.09	136.01730	15.21511	55646.12356	0
SDSSJ0904+1512	1115047023830	17.11	0.09	136.01732	15.21513	55646.12928	0
SDSSJ0904+1512	1115047023830	17.13	0.09	136.01717	15.21513	55683.20190	0
SDSSJ0904+1512	1115047023830	17.07	0.09	136.01715	15.21514	55683.21049	0
SDSSJ0904+1512	1115047023830	17.06	0.09	136.01727	15.21514	55683.21920	0
SDSSJ0904+1512	1115047023830	17.10	0.09	136.01730	15.21518	55683.22794	0
SDSSJ0904+1512	1115047023830	17.62	0.10	136.01732	15.21506	53703.46836	0
SDSSJ0904+1512	1115047023830	17.61	0.10	136.01744	15.21508	53703.47433	0
SDSSJ0904+1512	1115047023830	17.62	0.10	136.01738	15.21521	53703.48036	0
SDSSJ0904+1512	1115047023830	17.53	0.10	136.01728	15.21514	53703.48633	0
SDSSJ0904+1512	1115047023830	17.65	0.10	136.01737	15.21510	54157.23548	0
SDSSJ0904+1512	1115047023830	17.59	0.10	136.01734	15.21512	54157.24623	0
SDSSJ0904+1512	1115047023830	17.65	0.10	136.01738	15.21514	54157.25695	0
SDSSJ0904+1512	1115047023830	17.68	0.10	136.01733	15.21516	54157.26765	0
SDSSJ0904+1512	1115047023830	17.12	0.09	136.01718	15.21527	55857.46955	0
SDSSJ0904+1512	1115047023830	17.21	0.09	136.01718	15.21509	55857.47827	0
SDSSJ0904+1512	1115047023830	17.24	0.09	136.01719	15.21510	55857.48670	0
SDSSJ0904+1512	1115047023830	17.16	0.09	136.01726	15.21512	55857.49563	0
SDSSJ0904+1512	1115047023830	17.17	0.09	136.01721	15.21514	55864.46777	0
SDSSJ0904+1512	1115047023830	17.21	0.09	136.01720	15.21510	55864.47232	0
SDSSJ0904+1512	1115047023830	17.17	0.09	136.01730	15.21515	55864.47695	0
SDSSJ0904+1512	1115047023830	17.19	0.09	136.01721	15.21512	55864.48158	0
SDSSJ0904+1512	1115047023830	17.24	0.09	136.01714	15.21521	55834.48525	0
SDSSJ0904+1512	1115047023830	17.22	0.09	136.01721	15.21513	55834.48753	0
SDSSJ0904+1512	1115047023830	17.23	0.09	136.01724	15.21508	55834.48980	0
SDSSJ0904+1512	1115047023830	17.41	0.10	136.01732	15.21515	55834.49208	0
SDSSJ0904+1512	1115047023830	17.24	0.09	136.01719	15.21513	55887.42227	0
SDSSJ0904+1512	1115047023830	17.12	0.08	136.01722	15.21513	55887.43252	0
SDSSJ0904+1512	1115047023830	17.20	0.09	136.01726	15.21511	55887.44288	0
SDSSJ0904+1512	1115047023830	17.21	0.09	136.01724	15.21513	55887.45331	0
SDSSJ0904+1512	1115047023830	17.14	0.08	136.01723	15.21513	55893.40778	0
SDSSJ0904+1512	1115047023830	17.18	0.09	136.01732	15.21511	55893.41292	0
SDSSJ0904+1512	1115047023830	17.13	0.08	136.01715	15.21504	55893.41811	0
SDSSJ0904+1512	1115047023830	17.22	0.09	136.01726	15.21514	55893.42335	0
SDSSJ0904+1512	1115047023830	17.17	0.09	136.01725	15.21510	55919.42142	0
SDSSJ0904+1512	1115047023830	17.23	0.09	136.01721	15.21514	55919.42990	0
SDSSJ0904+1512	1115047023830	17.12	0.09	136.01718	15.21509	55919.43837	0
SDSSJ0904+1512	1115047023830	17.14	0.09	136.01724	15.21518	55919.44684	0
SDSSJ0904+1512	1115047023830	17.22	0.09	136.01725	15.21510	55940.37077	0
SDSSJ0904+1512	1115047023830	17.23	0.09	136.01719	15.21511	55940.37698	0
SDSSJ0904+1512	1115047023830	17.05	0.08	136.01710	15.21530	55940.38326	0
SDSSJ0904+1512	1115047023830	17.18	0.09	136.01717	15.21511	55940.38960	0
SDSSJ0904+1512	1115047023830	17.18	0.09	136.01723	15.21516	55968.34041	0
SDSSJ0904+1512	1115047023830	17.18	0.09	136.01717	15.21505	55968.34950	0
SDSSJ0904+1512	1115047023830	17.22	0.09	136.01719	15.21512	55968.35862	0
SDSSJ0904+1512	1115047023830	17.12	0.08	136.01717	15.21515	55968.36766	0
SDSSJ0904+1512	1115047023830	17.16	0.08	136.01718	15.21510	55979.21327	0
SDSSJ0904+1512	1115047023830	17.13	0.08	136.01712	15.21515	55979.22204	0
SDSSJ0904+1512	1115047023830	17.18	0.08	136.01719	15.21513	55979.23084	0
SDSSJ0904+1512	1115047023830	17.19	0.08	136.01730	15.21518	55979.23967	0
SDSSJ0904+1512	1115047023830	17.14	0.09	136.01723	15.21511	55987.17069	0
SDSSJ0904+1512	1115047023830	17.23	0.09	136.01720	15.21514	55987.17521	0
SDSSJ0904+1512	1115047023830	17.16	0.09	136.01719	15.21503	55987.17981	0
SDSSJ0904+1512	1115047023830	17.10	0.09	136.01716	15.21514	55987.18436	0
SDSSJ0904+1512	1115047023830	17.14	0.08	136.01729	15.21516	56007.19826	0
SDSSJ0904+1512	1115047023830	17.14	0.08	136.01720	15.21508	56007.20849	0
SDSSJ0904+1512	1115047023830	17.15	0.08	136.01725	15.21515	56007.21874	0
SDSSJ0904+1512	1115047023830	17.14	0.08	136.01723	15.21517	56007.22887	0
SDSSJ0904+1512	1115047023830	17.09	0.09	136.01725	15.21514	56029.12325	0
SDSSJ0904+1512	1115047023830	17.20	0.09	136.01724	15.21515	56029.12832	0
SDSSJ0904+1512	1115047023830	17.18	0.09	136.01721	15.21509	56029.13343	0
SDSSJ0904+1512	1115047023830	17.10	0.09	136.01715	15.21510	56029.13856	0
SDSSJ0904+1512	1115047023830	17.25	0.09	136.01726	15.21513	56035.17113	0
SDSSJ0904+1512	1115047023830	17.13	0.09	136.01726	15.21507	56035.17625	0
SDSSJ0904+1512	1115047023830	17.14	0.09	136.01723	15.21511	56035.18138	0
SDSSJ0904+1512	1115047023830	17.09	0.08	136.01723	15.21510	56035.18651	0
SDSSJ0904+1512	1115047023830	17.26	0.09	136.01722	15.21515	56041.15882	0
SDSSJ0904+1512	1115047023830	17.21	0.09	136.01724	15.21510	56041.16336	0
SDSSJ0904+1512	1115047023830	17.12	0.09	136.01721	15.21509	56041.16803	0
SDSSJ0904+1512	1115047023830	17.15	0.09	136.01719	15.21514	56041.17257	0
SDSSJ0904+1512	1115047023830	17.16	0.08	136.01724	15.21510	56060.14544	0
SDSSJ0904+1512	1115047023830	17.18	0.09	136.01730	15.21510	56060.15410	0
SDSSJ0904+1512	1115047023830	17.14	0.08	136.01731	15.21507	56060.16193	0
SDSSJ0904+1512	1115047023830	17.20	0.09	136.01725	15.21518	56060.16995	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01726	15.21517	56067.16565	0
SDSSJ0904+1512	1115047023830	17.07	0.08	136.01723	15.21520	56067.17123	0
SDSSJ0904+1512	1115047023830	17.15	0.09	136.01724	15.21513	56067.17686	0
SDSSJ0904+1512	1115047023830	17.22	0.09	136.01725	15.21524	56067.18251	0
SDSSJ0904+1512	1115047023830	16.99	0.08	136.01722	15.21521	56206.50136	0
SDSSJ0904+1512	1115047023830	16.93	0.08	136.01717	15.21514	56206.50612	0
SDSSJ0904+1512	1115047023830	16.85	0.07	136.01713	15.21519	56206.51096	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01728	15.21513	56206.51567	0
SDSSJ0904+1512	1115047023830	16.93	0.08	136.01716	15.21516	56213.46538	0
SDSSJ0904+1512	1115047023830	16.97	0.08	136.01720	15.21513	56213.47044	0
SDSSJ0904+1512	1115047023830	16.91	0.08	136.01726	15.21519	56213.47549	0
SDSSJ0904+1512	1115047023830	16.98	0.08	136.01718	15.21513	56213.48067	0
SDSSJ0904+1512	1115047023830	16.96	0.08	136.01721	15.21517	56220.46533	0
SDSSJ0904+1512	1115047023830	17.03	0.08	136.01723	15.21513	56220.47079	0
SDSSJ0904+1512	1115047023830	16.95	0.08	136.01718	15.21513	56220.47629	0
SDSSJ0904+1512	1115047023830	16.88	0.08	136.01728	15.21513	56220.48177	0
SDSSJ0904+1512	1115047023830	16.97	0.08	136.01727	15.21525	56226.44251	0
SDSSJ0904+1512	1115047023830	16.98	0.08	136.01726	15.21507	56226.44832	0
SDSSJ0904+1512	1115047023830	17.00	0.08	136.01716	15.21517	56226.45410	0
SDSSJ0904+1512	1115047023830	16.98	0.08	136.01711	15.21518	56226.45984	0
SDSSJ0904+1512	1115047023830	16.96	0.08	136.01705	15.21519	56233.42768	0
SDSSJ0904+1512	1115047023830	16.91	0.08	136.01713	15.21517	56233.43505	0
SDSSJ0904+1512	1115047023830	17.03	0.08	136.01723	15.21518	56233.44241	0
SDSSJ0904+1512	1115047023830	16.94	0.08	136.01721	15.21517	56233.44983	0
SDSSJ0904+1512	1115047023830	17.01	0.08	136.01717	15.21517	56245.43380	0
SDSSJ0904+1512	1115047023830	16.97	0.08	136.01726	15.21510	56245.44235	0
SDSSJ0904+1512	1115047023830	16.99	0.08	136.01723	15.21514	56245.45087	0
SDSSJ0904+1512	1115047023830	16.95	0.08	136.01732	15.21506	56245.45944	0
SDSSJ0904+1512	1115047023830	16.97	0.08	136.01715	15.21515	56255.41768	0
SDSSJ0904+1512	1115047023830	16.95	0.08	136.01716	15.21522	56255.42590	0
SDSSJ0904+1512	1115047023830	16.96	0.08	136.01723	15.21513	56255.43417	0
SDSSJ0904+1512	1115047023830	16.95	0.08	136.01714	15.21517	56255.44243	0
SDSSJ0904+1512	1115047023830	17.01	0.08	136.01724	15.21513	56268.39981	0
SDSSJ0904+1512	1115047023830	17.00	0.08	136.01726	15.21512	56268.40590	0
SDSSJ0904+1512	1115047023830	16.90	0.07	136.01721	15.21512	56268.41201	0
SDSSJ0904+1512	1115047023830	16.93	0.08	136.01721	15.21517	56268.41814	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01725	15.21515	56274.37050	0
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01719	15.21517	56274.37595	0
SDSSJ0904+1512	1115047023830	16.98	0.08	136.01716	15.21516	56274.38147	0
SDSSJ0904+1512	1115047023830	16.94	0.07	136.01725	15.21522	56274.38699	0
SDSSJ0904+1512	1115047023830	16.97	0.08	136.01721	15.21515	56281.38279	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01726	15.21513	56281.39275	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01722	15.21508	56281.40280	0
SDSSJ0904+1512	1115047023830	16.98	0.08	136.01719	15.21517	56281.41292	0
SDSSJ0904+1512	1115047023830	17.03	0.08	136.01720	15.21523	56295.39448	0
SDSSJ0904+1512	1115047023830	17.00	0.08	136.01719	15.21514	56295.40197	0
SDSSJ0904+1512	1115047023830	16.94	0.08	136.01724	15.21517	56295.40877	0
SDSSJ0904+1512	1115047023830	16.97	0.08	136.01715	15.21510	56295.41560	0
SDSSJ0904+1512	1115047023830	17.08	0.08	136.01719	15.21520	56308.37728	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01728	15.21513	56308.38265	0
SDSSJ0904+1512	1115047023830	17.09	0.08	136.01723	15.21511	56308.38809	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01721	15.21514	56308.39349	0
SDSSJ0904+1512	1115047023830	17.09	0.09	136.01725	15.21516	56330.24475	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01725	15.21513	56330.24988	0
SDSSJ0904+1512	1115047023830	17.05	0.08	136.01720	15.21522	56330.25508	0
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01719	15.21517	56330.26030	0
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01725	15.21515	56337.25708	0
SDSSJ0904+1512	1115047023830	17.20	0.08	136.01724	15.21504	56337.26675	0
SDSSJ0904+1512	1115047023830	17.05	0.08	136.01720	15.21519	56337.27636	0
SDSSJ0904+1512	1115047023830	17.00	0.08	136.01718	15.21514	56337.28602	0
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01722	15.21519	56341.36484	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01729	15.21518	56341.37023	0
SDSSJ0904+1512	1115047023830	17.08	0.08	136.01721	15.21515	56341.37572	0
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01727	15.21521	56341.38123	0
SDSSJ0904+1512	1115047023830	17.01	0.08	136.01726	15.21515	56352.19157	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01711	15.21513	56352.19661	0
SDSSJ0904+1512	1115047023830	17.07	0.08	136.01726	15.21524	56352.20167	0
