# InputID	ID	Mag	Magerr	RA	Decl	MJD	Blend
HS2209+1914	1118114081112	15.33	0.07	332.87632	19.48719	54079.12719	0
HS2209+1914	1118114081112	15.43	0.06	332.87625	19.48715	54079.13291	0
HS2209+1914	1118114081112	15.41	0.06	332.87635	19.48715	54095.06388	0
HS2209+1914	1118114081112	15.42	0.06	332.87632	19.48710	54095.07358	0
HS2209+1914	1118114081112	15.42	0.06	332.87633	19.48720	54095.08325	0
HS2209+1914	1118114081112	15.43	0.06	332.87631	19.48715	54095.09296	0
HS2209+1914	1118114081112	15.36	0.10	332.87631	19.48720	53905.32419	0
HS2209+1914	1118114081112	15.32	0.09	332.87625	19.48717	53905.32529	0
HS2209+1914	1118114081112	15.37	0.10	332.87620	19.48726	53905.32634	0
HS2209+1914	1118114081112	15.42	0.10	332.87628	19.48718	53905.32743	0
HS2209+1914	1118114081112	15.39	0.06	332.87632	19.48706	53878.43395	0
HS2209+1914	1118114081112	15.39	0.06	332.87636	19.48714	53878.44050	0
HS2209+1914	1118114081112	15.39	0.06	332.87630	19.48709	53878.45360	0
HS2209+1914	1118114081112	15.45	0.06	332.87629	19.48713	53886.40274	0
HS2209+1914	1118114081112	15.41	0.06	332.87633	19.48716	53886.41295	0
HS2209+1914	1118114081112	15.42	0.06	332.87630	19.48707	53886.42321	0
HS2209+1914	1118114081112	15.43	0.06	332.87632	19.48718	53886.43342	0
HS2209+1914	1118114081112	15.46	0.06	332.87630	19.48718	54054.10714	0
HS2209+1914	1118114081112	15.46	0.06	332.87634	19.48724	54054.11302	0
HS2209+1914	1118114081112	15.45	0.06	332.87625	19.48718	54054.11892	0
HS2209+1914	1118114081112	15.44	0.06	332.87632	19.48719	54054.12478	0
HS2209+1914	1118114081112	15.43	0.06	332.87631	19.48716	54062.08311	0
HS2209+1914	1118114081112	15.46	0.06	332.87639	19.48714	54062.09070	0
HS2209+1914	1118114081112	15.42	0.06	332.87636	19.48708	54062.09830	0
HS2209+1914	1118114081112	15.43	0.06	332.87639	19.48712	54062.10590	0
HS2209+1914	1118114081112	15.41	0.06	332.87635	19.48716	54028.17434	0
HS2209+1914	1118114081112	15.45	0.06	332.87634	19.48720	54028.18397	0
HS2209+1914	1118114081112	15.44	0.06	332.87631	19.48717	54028.19367	0
HS2209+1914	1118114081112	15.45	0.06	332.87634	19.48717	54028.20333	0
HS2209+1914	1118114081112	15.40	0.06	332.87625	19.48719	53989.37128	0
HS2209+1914	1118114081112	15.42	0.06	332.87633	19.48717	53989.37668	0
HS2209+1914	1118114081112	15.43	0.06	332.87626	19.48722	53989.38210	0
HS2209+1914	1118114081112	15.42	0.06	332.87633	19.48718	53989.38752	0
HS2209+1914	1118114081112	15.44	0.06	332.87631	19.48724	53998.23934	0
HS2209+1914	1118114081112	15.46	0.06	332.87632	19.48724	53998.24535	0
HS2209+1914	1118114081112	15.45	0.06	332.87625	19.48720	53998.25134	0
HS2209+1914	1118114081112	15.44	0.06	332.87629	19.48719	53998.25732	0
HS2209+1914	1118114081112	15.42	0.06	332.87632	19.48713	54006.16516	0
HS2209+1914	1118114081112	15.45	0.06	332.87632	19.48711	54006.17164	0
HS2209+1914	1118114081112	15.46	0.06	332.87631	19.48718	54006.17814	0
HS2209+1914	1118114081112	15.40	0.06	332.87626	19.48715	54006.18462	0
HS2209+1914	1118114081112	15.47	0.06	332.87631	19.48725	54452.11182	0
HS2209+1914	1118114081112	15.44	0.06	332.87633	19.48717	54452.11733	0
HS2209+1914	1118114081112	15.44	0.06	332.87627	19.48717	54452.12281	0
HS2209+1914	1118114081112	15.46	0.06	332.87634	19.48714	54452.12829	0
HS2209+1914	1118114081112	15.40	0.06	332.87632	19.48715	54256.42064	0
HS2209+1914	1118114081112	15.41	0.06	332.87621	19.48720	54256.42766	0
HS2209+1914	1118114081112	15.44	0.06	332.87631	19.48713	54256.43467	0
HS2209+1914	1118114081112	15.42	0.06	332.87631	19.48711	54256.44166	0
HS2209+1914	1118114081112	15.47	0.06	332.87634	19.48722	54264.37183	0
HS2209+1914	1118114081112	15.45	0.06	332.87629	19.48720	54264.37935	0
HS2209+1914	1118114081112	15.48	0.06	332.87628	19.48724	54264.38691	0
HS2209+1914	1118114081112	15.44	0.06	332.87627	19.48720	54264.39446	0
HS2209+1914	1118114081112	15.40	0.06	332.87641	19.48714	54275.31229	0
HS2209+1914	1118114081112	15.47	0.06	332.87625	19.48720	54275.31872	0
HS2209+1914	1118114081112	15.45	0.06	332.87628	19.48718	54275.32518	0
HS2209+1914	1118114081112	15.47	0.06	332.87631	19.48720	54275.33165	0
HS2209+1914	1118114081112	15.44	0.06	332.87631	19.48719	54229.44583	0
HS2209+1914	1118114081112	15.46	0.06	332.87635	19.48713	54229.45407	0
HS2209+1914	1118114081112	15.45	0.06	332.87627	19.48715	54229.46234	0
HS2209+1914	1118114081112	15.46	0.06	332.87633	19.48719	54229.47060	0
HS2209+1914	1118114081112	15.45	0.06	332.87628	19.48727	54245.39679	0
HS2209+1914	1118114081112	15.42	0.06	332.87630	19.48712	54245.40636	0
HS2209+1914	1118114081112	15.44	0.06	332.87626	19.48716	54245.41595	0
HS2209+1914	1118114081112	15.64	0.06	332.87633	19.48715	54245.42547	0
HS2209+1914	1118114081112	15.40	0.06	332.87629	19.48721	54407.10198	0
HS2209+1914	1118114081112	15.47	0.06	332.87630	19.48725	54407.10847	0
HS2209+1914	1118114081112	15.51	0.06	332.87630	19.48730	54407.11496	0
HS2209+1914	1118114081112	15.48	0.06	332.87629	19.48733	54407.12146	0
HS2209+1914	1118114081112	15.43	0.06	332.87630	19.48725	54415.11839	0
HS2209+1914	1118114081112	15.47	0.06	332.87636	19.48727	54415.12559	0
HS2209+1914	1118114081112	15.46	0.06	332.87629	19.48724	54415.13277	0
HS2209+1914	1118114081112	15.45	0.06	332.87634	19.48720	54415.13991	0
HS2209+1914	1118114081112	15.57	0.06	332.87644	19.48730	54381.21224	0
HS2209+1914	1118114081112	15.56	0.06	332.87641	19.48734	54381.21890	0
HS2209+1914	1118114081112	15.50	0.06	332.87642	19.48730	54381.22560	0
HS2209+1914	1118114081112	15.56	0.06	332.87642	19.48730	54381.23231	0
HS2209+1914	1118114081112	15.48	0.06	332.87637	19.48727	54387.21435	0
HS2209+1914	1118114081112	15.47	0.06	332.87636	19.48728	54387.22245	0
HS2209+1914	1118114081112	15.52	0.06	332.87638	19.48725	54387.23061	0
HS2209+1914	1118114081112	15.51	0.06	332.87644	19.48727	54387.23873	0
HS2209+1914	1118114081112	15.47	0.06	332.87642	19.48731	54393.09686	0
HS2209+1914	1118114081112	15.50	0.06	332.87640	19.48727	54393.10166	0
HS2209+1914	1118114081112	15.48	0.06	332.87636	19.48720	54393.10646	0
HS2209+1914	1118114081112	15.54	0.06	332.87639	19.48723	54393.11127	0
HS2209+1914	1118114081112	15.47	0.06	332.87647	19.48722	54353.15306	0
HS2209+1914	1118114081112	15.46	0.06	332.87639	19.48716	54353.15956	0
HS2209+1914	1118114081112	15.45	0.06	332.87641	19.48724	54353.16604	0
HS2209+1914	1118114081112	15.53	0.06	332.87643	19.48721	54353.17251	0
HS2209+1914	1118114081112	15.45	0.06	332.87645	19.48728	54362.22922	0
HS2209+1914	1118114081112	15.55	0.06	332.87642	19.48729	54362.23575	0
HS2209+1914	1118114081112	15.54	0.06	332.87645	19.48725	54362.24225	0
HS2209+1914	1118114081112	15.49	0.06	332.87639	19.48740	54362.24876	0
HS2209+1914	1118114081112	15.50	0.07	332.87637	19.48717	54571.47624	0
HS2209+1914	1118114081112	15.43	0.07	332.87633	19.48709	54571.47891	0
HS2209+1914	1118114081112	15.47	0.07	332.87636	19.48720	54571.48157	0
HS2209+1914	1118114081112	15.48	0.07	332.87634	19.48715	54571.48418	0
HS2209+1914	1118114081112	15.49	0.06	332.87635	19.48717	54583.45534	0
HS2209+1914	1118114081112	15.51	0.06	332.87625	19.48724	54583.46194	0
HS2209+1914	1118114081112	15.46	0.06	332.87637	19.48712	54583.46849	0
HS2209+1914	1118114081112	15.46	0.06	332.87626	19.48723	54583.47507	0
HS2209+1914	1118114081112	15.44	0.06	332.87626	19.48719	54801.12251	0
HS2209+1914	1118114081112	15.45	0.06	332.87627	19.48723	54801.13041	0
HS2209+1914	1118114081112	15.44	0.06	332.87634	19.48724	54801.13819	0
HS2209+1914	1118114081112	15.45	0.06	332.87627	19.48715	54801.14605	0
HS2209+1914	1118114081112	15.45	0.06	332.87630	19.48725	54830.08674	0
HS2209+1914	1118114081112	15.44	0.06	332.87626	19.48723	54830.09281	0
HS2209+1914	1118114081112	15.44	0.06	332.87622	19.48731	54830.09895	0
HS2209+1914	1118114081112	15.47	0.06	332.87629	19.48730	54830.10507	0
HS2209+1914	1118114081112	15.49	0.06	332.87633	19.48723	54625.40494	0
HS2209+1914	1118114081112	15.45	0.06	332.87630	19.48712	54625.41208	0
HS2209+1914	1118114081112	15.46	0.06	332.87630	19.48719	54625.41921	0
HS2209+1914	1118114081112	15.45	0.06	332.87629	19.48717	54625.42641	0
HS2209+1914	1118114081112	15.51	0.07	332.87632	19.48726	54592.43609	0
HS2209+1914	1118114081112	15.47	0.07	332.87636	19.48720	54592.44213	0
HS2209+1914	1118114081112	15.48	0.07	332.87633	19.48725	54592.44822	0
HS2209+1914	1118114081112	15.48	0.07	332.87629	19.48721	54592.45431	0
HS2209+1914	1118114081112	15.49	0.06	332.87638	19.48727	54599.41190	0
HS2209+1914	1118114081112	15.46	0.06	332.87623	19.48721	54776.06834	0
HS2209+1914	1118114081112	15.43	0.06	332.87630	19.48724	54776.07457	0
HS2209+1914	1118114081112	15.48	0.06	332.87635	19.48722	54776.08087	0
HS2209+1914	1118114081112	15.45	0.06	332.87624	19.48720	54776.08716	0
HS2209+1914	1118114081112	15.55	0.06	332.87659	19.48732	54765.16416	0
HS2209+1914	1118114081112	15.57	0.06	332.87659	19.48716	54765.17271	0
HS2209+1914	1118114081112	15.54	0.06	332.87650	19.48718	54765.18112	0
HS2209+1914	1118114081112	15.54	0.06	332.87650	19.48731	54765.18972	0
HS2209+1914	1118114081112	15.54	0.06	332.87642	19.48734	54731.29613	0
HS2209+1914	1118114081112	15.52	0.06	332.87647	19.48736	54731.31381	0
HS2209+1914	1118114081112	15.53	0.06	332.87648	19.48731	54731.32108	0
HS2209+1914	1118114081112	15.36	0.06	332.87624	19.48728	54731.32832	0
HS2209+1914	1118114081112	15.50	0.06	332.87647	19.48720	54737.19140	0
HS2209+1914	1118114081112	15.53	0.06	332.87642	19.48725	54737.19803	0
HS2209+1914	1118114081112	15.46	0.06	332.87635	19.48726	54737.20465	0
HS2209+1914	1118114081112	15.51	0.06	332.87642	19.48724	54737.21130	0
HS2209+1914	1118114081112	15.47	0.06	332.87635	19.48724	54950.46911	0
HS2209+1914	1118114081112	15.47	0.06	332.87631	19.48721	54950.47295	0
HS2209+1914	1118114081112	15.45	0.06	332.87630	19.48718	54950.47674	0
HS2209+1914	1118114081112	15.45	0.06	332.87633	19.48723	54950.48056	0
HS2209+1914	1118114081112	15.46	0.06	332.87615	19.48720	55059.26125	0
HS2209+1914	1118114081112	15.48	0.06	332.87611	19.48719	55059.26914	0
HS2209+1914	1118114081112	15.46	0.06	332.87615	19.48716	55059.27706	0
HS2209+1914	1118114081112	15.31	0.06	332.87615	19.48720	55059.28495	0
HS2209+1914	1118114081112	15.53	0.07	332.87635	19.48734	55069.21275	0
HS2209+1914	1118114081112	15.45	0.07	332.87624	19.48724	55069.21373	0
HS2209+1914	1118114081112	15.46	0.07	332.87631	19.48721	55069.21468	0
HS2209+1914	1118114081112	15.39	0.07	332.87625	19.48725	55069.21567	0
HS2209+1914	1118114081112	15.46	0.07	332.87633	19.48721	55043.25096	0
HS2209+1914	1118114081112	15.49	0.07	332.87628	19.48718	55043.25698	0
HS2209+1914	1118114081112	15.47	0.07	332.87629	19.48717	55043.26284	0
HS2209+1914	1118114081112	15.43	0.07	332.87631	19.48720	55043.26862	0
HS2209+1914	1118114081112	15.42	0.07	332.87632	19.48722	54984.40025	0
HS2209+1914	1118114081112	15.45	0.06	332.87627	19.48717	55004.38288	0
HS2209+1914	1118114081112	15.42	0.06	332.87627	19.48715	55004.39003	0
HS2209+1914	1118114081112	15.43	0.06	332.87625	19.48716	55004.39722	0
HS2209+1914	1118114081112	15.40	0.06	332.87628	19.48718	55004.40456	0
HS2209+1914	1118114081112	15.50	0.06	332.87634	19.48723	55144.15685	0
HS2209+1914	1118114081112	15.51	0.06	332.87628	19.48716	55144.16409	0
HS2209+1914	1118114081112	15.48	0.06	332.87630	19.48722	55144.17142	0
HS2209+1914	1118114081112	15.49	0.06	332.87631	19.48722	55144.17875	0
HS2209+1914	1118114081112	15.46	0.07	332.87640	19.48726	55155.08657	0
HS2209+1914	1118114081112	15.57	0.07	332.87641	19.48714	55155.09240	0
HS2209+1914	1118114081112	15.53	0.07	332.87644	19.48720	55155.09821	0
HS2209+1914	1118114081112	15.53	0.07	332.87639	19.48724	55155.10416	0
HS2209+1914	1118114081112	15.49	0.06	332.87636	19.48721	55122.23009	0
HS2209+1914	1118114081112	15.48	0.06	332.87635	19.48721	55122.23555	0
HS2209+1914	1118114081112	15.50	0.06	332.87641	19.48717	55122.24104	0
HS2209+1914	1118114081112	15.47	0.06	332.87635	19.48722	55122.24647	0
HS2209+1914	1118114081112	15.48	0.06	332.87633	19.48721	55085.35171	0
HS2209+1914	1118114081112	15.50	0.06	332.87627	19.48720	55085.35644	0
HS2209+1914	1118114081112	15.46	0.06	332.87637	19.48714	55085.36133	0
HS2209+1914	1118114081112	15.48	0.06	332.87633	19.48723	55085.36620	0
HS2209+1914	1118114081112	15.53	0.06	332.87634	19.48721	55091.19881	0
HS2209+1914	1118114081112	15.52	0.06	332.87632	19.48724	55091.20609	0
HS2209+1914	1118114081112	15.51	0.06	332.87632	19.48721	55091.21327	0
HS2209+1914	1118114081112	15.46	0.06	332.87634	19.48721	55091.22056	0
HS2209+1914	1118114081112	15.44	0.06	332.87630	19.48724	55099.15459	0
HS2209+1914	1118114081112	15.51	0.06	332.87633	19.48729	55099.16122	0
HS2209+1914	1118114081112	15.52	0.06	332.87636	19.48728	55099.16786	0
HS2209+1914	1118114081112	15.47	0.06	332.87622	19.48723	55099.17444	0
HS2209+1914	1118114081112	15.48	0.06	332.87621	19.48716	55381.35746	0
HS2209+1914	1118114081112	15.40	0.06	332.87619	19.48716	55381.36613	0
HS2209+1914	1118114081112	15.45	0.06	332.87624	19.48714	55381.37475	0
HS2209+1914	1118114081112	15.46	0.06	332.87617	19.48715	55381.38348	0
HS2209+1914	1118114081112	15.45	0.06	332.87623	19.48715	55356.40495	0
HS2209+1914	1118114081112	15.41	0.06	332.87622	19.48712	55356.41073	0
HS2209+1914	1118114081112	15.44	0.06	332.87627	19.48709	55356.41657	0
HS2209+1914	1118114081112	15.46	0.06	332.87621	19.48715	55356.42241	0
HS2209+1914	1118114081112	15.43	0.06	332.87626	19.48710	55362.38083	0
HS2209+1914	1118114081112	15.43	0.06	332.87627	19.48707	55362.39124	0
HS2209+1914	1118114081112	15.46	0.06	332.87621	19.48714	55362.40168	0
HS2209+1914	1118114081112	15.43	0.06	332.87625	19.48713	55362.41214	0
HS2209+1914	1118114081112	15.46	0.06	332.87630	19.48714	55320.45536	0
HS2209+1914	1118114081112	15.47	0.06	332.87629	19.48714	55320.46240	0
HS2209+1914	1118114081112	15.48	0.06	332.87622	19.48713	55320.46944	0
HS2209+1914	1118114081112	15.45	0.06	332.87620	19.48712	55320.47641	0
HS2209+1914	1118114081112	15.42	0.06	332.87614	19.48716	55330.43510	0
HS2209+1914	1118114081112	15.47	0.06	332.87628	19.48717	55330.43799	0
HS2209+1914	1118114081112	15.35	0.07	332.87621	19.48715	55330.44091	0
HS2209+1914	1118114081112	15.45	0.06	332.87626	19.48712	55336.42030	0
HS2209+1914	1118114081112	15.49	0.06	332.87623	19.48711	55336.42773	0
HS2209+1914	1118114081112	15.44	0.06	332.87622	19.48716	55336.43527	0
HS2209+1914	1118114081112	15.44	0.06	332.87619	19.48717	55336.44280	0
HS2209+1914	1118114081112	15.45	0.06	332.87629	19.48739	55501.15394	0
HS2209+1914	1118114081112	15.60	0.06	332.87638	19.48741	55501.16990	0
HS2209+1914	1118114081112	15.52	0.06	332.87638	19.48744	55501.17784	0
HS2209+1914	1118114081112	15.49	0.06	332.87628	19.48743	55508.07368	0
HS2209+1914	1118114081112	15.50	0.06	332.87629	19.48738	55508.08861	0
HS2209+1914	1118114081112	15.45	0.06	332.87633	19.48744	55508.09615	0
HS2209+1914	1118114081112	15.50	0.06	332.87625	19.48734	55477.12217	0
HS2209+1914	1118114081112	15.56	0.06	332.87638	19.48749	55477.13243	0
HS2209+1914	1118114081112	15.48	0.06	332.87627	19.48740	55477.13756	0
HS2209+1914	1118114081112	15.52	0.06	332.87630	19.48739	55482.12180	0
HS2209+1914	1118114081112	15.51	0.06	332.87631	19.48735	55482.13541	0
HS2209+1914	1118114081112	15.52	0.06	332.87631	19.48728	55482.14230	0
HS2209+1914	1118114081112	15.38	0.07	332.87625	19.48719	55677.46050	0
HS2209+1914	1118114081112	15.46	0.07	332.87624	19.48726	55677.46427	0
HS2209+1914	1118114081112	15.43	0.07	332.87627	19.48728	55677.46798	0
HS2209+1914	1118114081112	15.46	0.07	332.87627	19.48729	55677.47172	0
HS2209+1914	1118114081112	15.52	0.06	332.87619	19.48731	55717.39837	0
HS2209+1914	1118114081112	15.44	0.06	332.87617	19.48726	55717.40770	0
HS2209+1914	1118114081112	15.46	0.06	332.87620	19.48731	55717.41708	0
HS2209+1914	1118114081112	15.49	0.06	332.87616	19.48723	55717.42645	0
HS2209+1914	1118114081112	15.42	0.06	332.87621	19.48725	55724.38555	0
HS2209+1914	1118114081112	15.41	0.06	332.87614	19.48727	55724.39312	0
HS2209+1914	1118114081112	15.42	0.06	332.87614	19.48724	55724.40070	0
HS2209+1914	1118114081112	15.51	0.06	332.87605	19.48718	55724.40818	0
HS2209+1914	1118114081112	15.42	0.06	332.87618	19.48718	55701.44537	0
HS2209+1914	1118114081112	15.42	0.06	332.87617	19.48717	55701.45054	0
HS2209+1914	1118114081112	15.40	0.06	332.87620	19.48718	55701.45563	0
HS2209+1914	1118114081112	15.39	0.06	332.87621	19.48716	55701.46080	0
HS2209+1914	1118114081112	15.53	0.07	332.87644	19.48724	54737.21837	0
HS2209+1914	1118114081112	15.50	0.06	332.87641	19.48728	54737.22375	0
HS2209+1914	1118114081112	15.48	0.06	332.87638	19.48723	54737.22906	0
HS2209+1914	1118114081112	15.56	0.07	332.87647	19.48731	54737.23441	0
HS2209+1914	1118114081112	15.54	0.07	332.87646	19.48730	54737.23974	0
HS2209+1914	1118114081112	15.49	0.06	332.87658	19.48717	55824.22670	0
HS2209+1914	1118114081112	15.49	0.06	332.87660	19.48718	55824.23349	0
HS2209+1914	1118114081112	15.39	0.06	332.87651	19.48713	55824.24026	0
HS2209+1914	1118114081112	15.49	0.06	332.87657	19.48718	55824.24706	0
HS2209+1914	1118114081112	15.35	0.06	332.87624	19.48710	55855.21927	0
HS2209+1914	1118114081112	15.36	0.06	332.87631	19.48706	55855.22770	0
HS2209+1914	1118114081112	15.35	0.06	332.87628	19.48709	55855.23622	0
HS2209+1914	1118114081112	15.36	0.06	332.87625	19.48708	55855.24476	0
HS2209+1914	1118114081112	15.38	0.06	332.87628	19.48715	55922.08715	0
HS2209+1914	1118114081112	15.40	0.06	332.87635	19.48709	55922.09383	0
HS2209+1914	1118114081112	15.36	0.06	332.87631	19.48711	55922.10062	0
HS2209+1914	1118114081112	15.38	0.06	332.87630	19.48707	55922.10742	0
HS2209+1914	1118114081112	15.33	0.06	332.87630	19.48719	56048.45342	0
HS2209+1914	1118114081112	15.29	0.06	332.87633	19.48717	56048.45730	0
HS2209+1914	1118114081112	15.31	0.06	332.87628	19.48708	56048.46125	0
HS2209+1914	1118114081112	15.29	0.06	332.87624	19.48712	56048.46510	0
HS2209+1914	1118114081112	15.29	0.06	332.87627	19.48708	56062.40973	0
HS2209+1914	1118114081112	15.32	0.06	332.87630	19.48702	56062.41722	0
HS2209+1914	1118114081112	15.30	0.06	332.87635	19.48702	56062.42468	0
HS2209+1914	1118114081112	15.27	0.06	332.87628	19.48706	56062.43221	0
HS2209+1914	1118114081112	15.23	0.06	332.87632	19.48706	56074.39782	0
HS2209+1914	1118114081112	15.29	0.06	332.87633	19.48709	56074.40296	0
HS2209+1914	1118114081112	15.28	0.06	332.87631	19.48710	56074.40809	0
HS2209+1914	1118114081112	15.33	0.06	332.87628	19.48706	56074.41311	0
HS2209+1914	1118114081112	15.23	0.06	332.87628	19.48707	56093.36794	0
HS2209+1914	1118114081112	15.29	0.06	332.87640	19.48707	56093.37485	0
HS2209+1914	1118114081112	15.30	0.06	332.87638	19.48712	56093.38166	0
HS2209+1914	1118114081112	15.32	0.06	332.87631	19.48709	56093.38849	0
HS2209+1914	1118114081112	15.18	0.06	332.87594	19.48704	56099.31191	0
HS2209+1914	1118114081112	15.30	0.06	332.87628	19.48707	56099.31759	0
HS2209+1914	1118114081112	15.31	0.06	332.87617	19.48702	56099.32338	0
HS2209+1914	1118114081112	15.28	0.06	332.87616	19.48705	56099.32904	0
HS2209+1914	1118114081112	15.30	0.06	332.87631	19.48716	56165.16588	0
HS2209+1914	1118114081112	15.29	0.06	332.87625	19.48723	56165.17043	0
HS2209+1914	1118114081112	15.30	0.06	332.87627	19.48721	56165.17506	0
HS2209+1914	1118114081112	15.34	0.06	332.87621	19.48718	56165.17960	0
HS2209+1914	1118114081112	15.30	0.06	332.87624	19.48710	56184.14352	0
HS2209+1914	1118114081112	15.34	0.06	332.87624	19.48714	56184.15034	0
HS2209+1914	1118114081112	15.30	0.06	332.87620	19.48711	56184.15709	0
HS2209+1914	1118114081112	15.32	0.06	332.87627	19.48712	56184.16383	0
HS2209+1914	1118114081112	15.30	0.06	332.87633	19.48712	56191.21813	0
HS2209+1914	1118114081112	15.32	0.06	332.87632	19.48714	56191.22375	0
HS2209+1914	1118114081112	15.36	0.06	332.87635	19.48712	56191.22936	0
HS2209+1914	1118114081112	15.30	0.06	332.87635	19.48719	56191.23499	0
HS2209+1914	1118114081112	15.31	0.06	332.87624	19.48722	56204.26601	0
HS2209+1914	1118114081112	15.28	0.06	332.87625	19.48718	56204.27329	0
HS2209+1914	1118114081112	15.17	0.06	332.87612	19.48717	56204.28062	0
HS2209+1914	1118114081112	15.29	0.06	332.87623	19.48717	56204.28790	0
HS2209+1914	1118114081112	15.30	0.06	332.87632	19.48712	56216.08895	0
HS2209+1914	1118114081112	15.29	0.06	332.87625	19.48716	56216.09407	0
HS2209+1914	1118114081112	15.29	0.06	332.87634	19.48718	56216.09910	0
HS2209+1914	1118114081112	15.31	0.06	332.87631	19.48717	56216.10418	0
HS2209+1914	1118114081112	15.28	0.06	332.87632	19.48712	56222.10565	0
HS2209+1914	1118114081112	15.28	0.06	332.87624	19.48717	56222.11071	0
HS2209+1914	1118114081112	15.31	0.06	332.87630	19.48711	56222.11579	0
HS2209+1914	1118114081112	15.29	0.06	332.87639	19.48714	56222.12090	0
HS2209+1914	1118114081112	15.35	0.06	332.87630	19.48714	56423.45616	0
HS2209+1914	1118114081112	15.29	0.06	332.87629	19.48712	56423.46075	0
HS2209+1914	1118114081112	15.32	0.06	332.87626	19.48716	56423.46529	0
HS2209+1914	1118114081112	15.34	0.06	332.87626	19.48714	56423.46980	0
HS2209+1914	1118114081112	15.35	0.06	332.87627	19.48720	56447.36841	0
HS2209+1914	1118114081112	15.35	0.06	332.87619	19.48726	56447.37542	0
HS2209+1914	1118114081112	15.29	0.06	332.87608	19.48722	56447.38249	0
HS2209+1914	1118114081112	15.40	0.06	332.87621	19.48723	56447.38954	0
HS2209+1914	1118114081112	15.38	0.06	332.87623	19.48728	56455.36893	0
HS2209+1914	1118114081112	15.36	0.06	332.87619	19.48727	56455.37575	0
HS2209+1914	1118114081112	15.38	0.06	332.87637	19.48722	56455.38263	0
HS2209+1914	1118114081112	15.40	0.06	332.87622	19.48726	56455.38941	0
HS2209+1914	1118114081112	15.32	0.06	332.87622	19.48720	56464.31414	0
HS2209+1914	1118114081112	15.30	0.06	332.87623	19.48719	56464.31937	0
HS2209+1914	1118114081112	15.35	0.06	332.87629	19.48721	56464.32444	0
HS2209+1914	1118114081112	15.32	0.06	332.87623	19.48724	56464.32964	0
HS2209+1914	1118114081112	15.37	0.06	332.87632	19.48718	56537.31231	0
HS2209+1914	1118114081112	15.38	0.06	332.87632	19.48714	56537.31678	0
HS2209+1914	1118114081112	15.35	0.06	332.87630	19.48713	56537.32125	0
HS2209+1914	1118114081112	15.35	0.06	332.87630	19.48711	56537.32576	0
HS2209+1914	1118114081112	15.36	0.06	332.87635	19.48718	56548.28014	0
HS2209+1914	1118114081112	15.42	0.06	332.87629	19.48718	56548.29447	0
HS2209+1914	1118114081112	15.36	0.06	332.87633	19.48720	56548.30059	0
HS2209+1914	1118114081112	15.43	0.06	332.87624	19.48718	56548.30683	0
HS2209+1914	1118114081112	15.35	0.06	332.87633	19.48709	56561.26615	0
HS2209+1914	1118114081112	15.36	0.06	332.87631	19.48711	56561.27273	0
HS2209+1914	1118114081112	15.38	0.06	332.87633	19.48709	56561.27928	0
HS2209+1914	1118114081112	15.36	0.06	332.87631	19.48708	56561.28589	0
HS2209+1914	1118114081112	15.36	0.06	332.87640	19.48713	56566.15636	0
HS2209+1914	1118114081112	15.37	0.06	332.87629	19.48712	56566.16194	0
HS2209+1914	1118114081112	15.37	0.06	332.87629	19.48709	56566.16751	0
HS2209+1914	1118114081112	15.35	0.06	332.87636	19.48713	56566.17305	0
HS2209+1914	1118114081112	15.36	0.06	332.87635	19.48710	56574.17830	0
HS2209+1914	1118114081112	15.38	0.06	332.87634	19.48715	56574.18337	0
HS2209+1914	1118114081112	15.40	0.06	332.87637	19.48710	56574.18840	0
HS2209+1914	1118114081112	15.35	0.06	332.87635	19.48711	56574.19343	0
HS2209+1914	1118114081112	15.33	0.06	332.87632	19.48707	56587.16224	0
HS2209+1914	1118114081112	15.37	0.06	332.87633	19.48718	56587.16828	0
HS2209+1914	1118114081112	15.33	0.06	332.87625	19.48713	56587.17481	0
HS2209+1914	1118114081112	15.33	0.06	332.87632	19.48708	56587.18086	0
